activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300H8JJI69WD7I525,17410,OH,39103.0,39103410000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,1,1,2,2,2,345000.0,,,,3,,,,,,360,,,2,1,2,2,,1,1,3,5,1,,123.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,4102,4.85,94100,92,1228,1441,38
2024,3Y4U8VZURTYWI1W2K376,35614,NJ,34003.0,34003047400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,105000.0,62.855,8.95,0.82,2,,,,,,360,,6.0,2,1,2,2,805000.0,1,1,3,5,1,,189.0,30%-<36%,11,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,5,,,,,10,,,,5158,34.45,101900,217,975,1373,66
2024,549300VCMRO4ST680C11,99999,KS,20037.0,20037957200.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,145000.0,,7.5,,2,3010.0,,0.0,,,360,,,2,2,2,2,145000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2189,27.23,80900,64,608,1180,65
2024,X05BVSK68TQ7YTOSNR22,19124,TX,48121.0,48121021516.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,4,2,2,2,2,65000.0,,,,3,,,,,,180.0,,,2,2,2,2,,1,1,3,5,1,,104.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,6585,45.73,110300,138,2033,2694,34
2024,549300HGDJQ37M5BE268,37900,IL,17143.0,17143003101.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,2,2,15000.0,59.675,8.0,1.55,2,0.0,,0.0,,,72.0,,,2,2,2,2,255000.0,1,1,3,5,1,,95.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,10,,,,5432,43.43,94700,109,1479,1886,43
2024,549300LYRWPSYPK6S325,12220,AL,1081.0,1081042007,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,3,32,1,2,2,2,185000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,52.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,3123,32.47,87600,125,1058,1339,21
2024,549300FNXYY540N23N64,45060,NY,36067.0,36067013200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,1,2,1,1,1,2,2,2,175000.0,,5.99,,2,3966.46,,1775.72,390.72,,360,,,2,2,2,2,225000.0,1,1,3,5,1,,,,9,9,4.0,,,,,5.0,,,,,3,4,7.0,,,,,8.0,,,,,3,4,4,5,3,4,8888,9999,,,3,3,6,,,,,10,,,,3004,10.15,94800,122,961,1037,67
2024,6BYL5QZYBDK8S7L73M02,33460,MN,27123.0,27123042002.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,105000.0,34.9,6.375,0.471,2,4386.1,,2898.96,2003.96,,240,,,2,2,2,2,305000.0,1,1,3,5,1,,67.0,40,3,1,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,>74,>74,Yes,Yes,1,1,1,,,,,10,,,,2271,31.57,123700,73,634,827,48
2024,549300RBJCM5B02O5U05,99999,IA,19021.0,19021960200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,45000.0,21.44700,6.000,-2.180,2,,,,,,120,,6,2,1,1,2,185000,1,1,3,5,1,,25.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,1849,14.6,86700,90,614,873,77
2024,54930030S6J5KOL5LJ73,36740,FL,12095.0,12095014813.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,1,2,1,2,65000.0,14.423,,,3,,,,,,360.0,,1.0,2,2,2,2,415000.0,1,1,3,5,4,,85.0,37,1,10,2.0,,,,,5.0,,,,,3,4,5.0,,,,,8.0,,,,,3,4,1,5,3,4,55-64,9999,No,,1,1,6,,,,,6,,,,4765,47.41,90400,121,879,1697,23
2024,Q708HHR4LD2B7XIZNO92,31924,GA,13057.0,13057091001.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,355000.0,46.7903,6.0,-0.634,2,7440.06,,4978.56,28.56,0.02,360,,,2,2,2,2,765000.0,1,1,3,5,1,,272.0,30%-<36%,2,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,1,2,,,,,10,,,,5810,35.63,114000,78,1006,1294,16
2024,X05BVSK68TQ7YTOSNR22,26420,TX,48201.0,48201510901.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,3,0,2,1,31,2,2,2,2,65000.0,55.595,,,3,,,,,,,,,2,2,2,2,665000.0,1,1,3,5,1,,225.0,48,8,10,2.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,35-44,9999,No,,1,1,6,,,,,3,,,,5293,48.5,97400,230,1768,2367,12
2024,549300YIQ7S7Z8PIHE53,17410,OH,39085.0,39085206400.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,1,32,2,2,2,2,25000.0,39.397,9.75,4.448,2,2336.69,,1328.98,828.98,,240.0,,,2,2,2,2,275000.0,1,1,3,5,1,,48.0,49,3,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,1,,,,,10,,,,4957,6.25,94100,158,1695,1843,51
2024,549300FSZH0FMQ1T8Y90,99999,IA,19167.0,19167070702.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,295000.0,87.42700,6.000,0.052,2,2883.54,,1562.50,,,360,,,2,2,2,2,345000,1,1,3,5,1,,176.0,20%-<30%,3,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,1,,,,,10,,,,3769,30.22,86700,119,683,834,33
2024,549300UR5AOWTJJ7KZ64,99999,MO,29213.0,29213480108.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,2,1,1,1,2,2,2,225000.0,80.0,8.875,2.212,3,9802.75,,7645.0,,,360.0,,,2,2,2,2,275000.0,1,2,3,5,1,,315.0,20%-<30%,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3190,25.27,70600,76,421,1084,23
2024,254900HA4DQWAE0W3342,12100,NJ,34009.0,34009022000.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,3,2,1,32,1,2,2,2,395000.0,,7.75,,3,12139.15,,8881.3,7402.3,,360,,,2,2,2,2,2125000.0,1,3,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2768,16.0,103900,113,765,3710,48
2024,549300KJ8PAJ7E52HG32,41304,FL,12103.0,12103024408.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,3,2,1,1,1,2,2,2,325000.0,90.0,6.125,-0.438,2,11622.09,,7500.0,,29.16,360.0,,,2,2,2,2,365000.0,1,1,3,5,1,,91.0,38,1,10,3.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,2,1,1,,,,,10,,,,4010,36.16,97300,84,691,1175,46
2024,C5654JQHZUHN0772B561,28880,NY,36071.0,36071013201.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,2,2,3,1,1,2,2,2,395000.0,75.63,7.125,0.0997,2,10008.47,,282.85,282.85,0.4,360.0,,,2,2,2,2,515000.0,1,1,3,5,1,,223.0,37,3,9,2.0,,,,,1.0,12.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,4975,39.52,114800,109,1366,1546,36
2024,549300FGXN1K3HLB1R50,12054,GA,13077.0,13077170501.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,615000.0,90.0,7.5,0.662,2,11639.95,,10907.0,10907.0,,360.0,,,2,2,2,2,685000.0,1,1,3,5,1,,280.0,36,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,7251,18.45,100900,120,2269,2685,28
2024,549300FGXN1K3HLB1R50,30500,MD,24037.0,24037875300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,75000.0,94.72,6.375,0.674,2,3755.5,,944.7,239.7,,360.0,,,2,2,2,2,75000.0,1,1,3,5,1,,65.0,30%-<36%,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,2,,,,,10,,,,3263,18.69,146000,82,1149,1781,46
2024,549300FGXN1K3HLB1R50,11694,VA,51179.0,51179010106.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,765000.0,90.0,7.5,0.693,2,6171.0,,1940.0,,,360.0,,,2,2,2,2,855000.0,1,1,3,5,1,,203.0,43,3,9,1.0,14.0,,,,1.0,14.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,2,1,,,,,10,,,,3865,35.39,164200,97,821,1100,20
2024,25490066WMF8ZMQXQB18,33874,PA,42091.0,42091203801.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,5,2,1,4,2,2,1,2,25000.0,79.85000,14.000,7.75,2,,,,,,120,,,2,2,2,2,255000,1,1,3,5,1,,117.0,41,2,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,3746,69.65,143700,43,628,1150,68
2024,X05BVSK68TQ7YTOSNR22,16984,IL,17031.0,17031823803.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,1,1,2,2,2,305000.0,100.0,,,3,,,,,,,,,2,2,2,2,305000.0,1,1,3,5,1,,65.0,20%-<30%,8,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,4,7.0,,,7146,17.42,109800,110,2198,2115,44
2024,549300D6BCLQFX6G1K95,15980,FL,12071.0,12071040316.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,215000.0,96.500,,,3,,,,,,360,,,2,2,2,2,215000,1,1,3,5,1,,109.0,50%-60%,7,7,1.0,13.0,,,,1.0,13.0,,,,3,3,5.0,,,,,5.0,,,,,3,3,1,1,3,3,35-44,45-54,No,No,1,1,1,,,,,9,,,,3841,62.12,88800,80,1078,1425,44
2024,549300F6OBLSYWXXKH16,14454,MA,25025.0,25025092200.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,105000.0,41.788,8.0,-0.11,2,,,,,,299.0,,1.0,2,1,2,2,965000.0,1,1,3,5,1,,119.0,40,3,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3602,79.15,136200,85,589,1067,0
2024,549300SJTLYB6ZWKPR88,24660,NC,37157.0,37157040800.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,35000.0,75.932,,,3,,,,,,,,3,2,2,2,2,265000,1,1,3,5,1,,85.0,20%-<30%,3,3,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,3,,,,1597,43.08,80700,81,407,667,62
2024,549300HFXTV55C2HHM89,38060,AZ,4013.0,4013217800.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,55000.0,67.52,6.49,-1.11,2,,,,,,360.0,,12.0,2,2,2,2,585000.0,1,1,3,5,1,,94.0,45,8,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,6047,29.47,101300,119,1945,2482,53
2024,2WHM8VNJH63UN14OL754,47664,MI,26125.0,26125123100.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,2,2,185000.0,77.39,,,3,,,,,,360.0,,,2,2,2,2,245000.0,1,1,3,5,1,,99.0,37,1,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,2,2,2,55-64,>74,No,Yes,1,1,1,,,,,4,9.0,,,3064,9.37,109700,128,1109,1130,39
2024,549300AG64NHILB7ZP05,29484,NJ,34025.0,34025806503.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,415000.0,50.678,6.5,0.124,2,3463.45,,1590.0,,600.06,360.0,,,2,2,2,2,815000.0,1,1,3,5,1,,200.0,30%-<36%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,1,,,,,10,,,,3997,16.16,135900,135,1410,1400,34
2024,549300AG64NHILB7ZP05,38060,AZ,4013.0,4013082204.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,5,0,2,1,4,2,2,1,2,55000.0,,,,3,,,,,,360.0,,1.0,2,1,2,2,,1,1,3,5,1,,95.0,,9,9,2.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,7339,88.62,101300,87,967,1596,0
2024,549300YB1H2FRI6JPM51,39460,FL,12015.0,12015010200.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,705000.0,77.114,5.49,-0.654,2,13093.81,,6051.06,4661.06,,372,,96,2,1,2,2,925000,1,1,3,5,1,,188.0,45,3,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,4962,10.78,77900,72,1891,2739,35
2024,B4TYDEB6GKMZO031MB27,19124,TX,48121.0,48121020125.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,75000.0,79.99,7.99,3.175,2,,,,,,360.0,,1.0,2,2,2,2,535000.0,1,1,3,5,1,,260.0,42,8,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,7979,45.51,110300,144,1802,2139,10
2024,549300PIL8LFAQ04XC20,31084,CA,6037.0,6037571505.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,55000.0,62.871,,,3,,,,,,360.0,,1.0,2,1,2,2,825000.0,1,1,3,5,1,,87.0,43,2,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,2,6,,,,,7,,,,2969,81.74,98200,100,512,681,65
2024,549300E2UX99HKDBR481,23580,GA,13139.0,13139000101.0,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,5,0,2,2,2,1,2,2,2,125000.0,,,,3,,,,,,360.0,,,2,2,2,2,,2,1,1,1,1,,18.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5299,20.27,92700,83,1317,2269,27
2024,549300LYRWPSYPK6S325,19740,CO,8035.0,8035014505,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,31,1,2,2,2,335000.0,,5.625,-0.41,2,3528.1,,2635.1,,1036.0,360,,,2,2,2,2,,1,1,3,5,1,,,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,5630,20.12,130400,124,1653,1683,18
2024,549300UG7QXKM7KGV847,99999,NM,35005.0,35005000202.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,72,2,1,31,1,2,2,2,135000.0,80.000,8.125,2.176,2,6707.24,,3819.29,1920.29,,300,,,2,2,2,2,165000,1,1,3,5,1,,99.0,30%-<36%,3,10,2.0,,,,,5.0,,,,,2,4,3.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,2,2.0,2.0,2.0,2.0,10,,,,3779,67.27,70600,67,675,1378,52
2024,B4TYDEB6GKMZO031MB27,31084,CA,6037.0,6037577700.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,5,0,2,1,2,2,2,1,2,105000.0,,,,3,,,,,,360.0,36.0,1.0,2,2,2,2,,1,1,3,5,1,,38.0,,9,9,2.0,,,,,5.0,,,,,2,4,2.0,23.0,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4672,95.74,98200,85,748,1192,71
2024,549300DD5QQUHO6PCH70,37964,PA,42101.0,42101035302.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,3,0,2,3,32,1,2,2,2,305000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,87.0,50%-60%,3,10,2.0,,,,,5.0,,,,,2,4,4.0,43.0,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,3,,,,4719,28.9,84300,109,1085,1418,54
2024,5493004WMLN60ZJ2ON46,36084,CA,6013.0,6013304007.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Female,4,0,2,1,1,1,2,2,2,975000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,276.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,2.0,23.0,,,,2,2,2,2,2,2,25-34,55-64,No,No,1,1,6,,,,,10,,,,4706,44.45,155700,104,1235,1539,17
2024,RVDPPPGHCGZ40J4VQ731,29404,IL,17097.0,17097860903.0,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,5,0,2,3,32,1,2,2,2,165000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,82.0,,9,9,3.0,,,,,3.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6270,24.86,129600,63,1856,2381,55
2024,254900O2K17TNH5CL873,45940,NJ,34021.0,34021001402.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,9,2,1,1,1,2,2,1,155000.0,70.0,9.5,,3,,,,,,12,,12.0,2,1,1,2,225000.0,1,3,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,1,1,6,,,,,10,,,,1754,98.06,125900,48,272,807,0
2024,2549008LK3474E9U2888,38900,OR,41051.0,41051008400.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,395000.0,97.0,6.5,0.634,2,3397.05,,0.0,,997.89,360.0,,,2,2,2,2,415000.0,1,1,3,5,1,,90.0,49,1,10,2.0,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,25-34,9999,No,,1,1,1,,,,,10,,,,4854,49.42,116900,59,832,1326,48
2024,549300JYXTZDSPJEPI44,38300,PA,42129.0,42129804504.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,135000.0,,,,3,,,,,,360.0,,,2,2,2,2,,1,1,3,5,1,,344.0,,9,9,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,45-54,9999,No,,2,1,6,,,,,10,,,,2997,6.64,99100,112,998,1173,54
2024,549300GPO6DWUZR4UY30,12580,MD,24003.0,24003731206.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,365000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,144.0,,9,9,2.0,,,,,2.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,3360,10.86,122200,131,1018,1329,41
2024,549300CY7WNAHKHYSJ73,41700,TX,48187.0,48187210608.0,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,255000.0,,6.625,,2,13355.18,,5208.15,3813.15,,360,,,2,2,2,2,255000,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7322,52.23,89300,122,1542,1994,24
2024,549300MKOZ81ZWTNKB12,40060,VA,51087.0,51087201601.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,5,0,2,1,1,1,2,2,2,245000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,67.0,,9,9,3.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,3364,34.72,110000,111,1438,1619,24
2024,X05BVSK68TQ7YTOSNR22,35614,NJ,34017.0,34017015300.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,1,1,2,2,2,185000.0,55.793,6.29,-0.03,2,0.0,,0.0,,,360.0,,,2,2,2,2,325000.0,1,1,3,5,1,,292.0,40,8,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,10,,,,4568,91.68,101900,44,205,379,67
2024,549300FNXYY540N23N64,33124,FL,12086.0,12086001104.0,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,71,2,1,32,2,2,2,2,145000.0,44.757,8.0,1.8563,2,3369.2,,2789.2,2139.2,,240.0,,,2,2,2,2,645000.0,1,1,3,5,1,,88.0,42,2,10,3.0,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,4344,60.96,79400,236,1364,1646,71
2024,5493008CPTDVOS570626,35840,FL,12115.0,12115001601.0,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,2,1,2,105000.0,18.525,7.49,-0.77,2,,,,,,360,,1,2,2,2,2,535000.0,1,1,3,5,1,,80.0,20%-<30%,1,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,No,,1,1,6,,,,,10,,,,3526,17.73,97000,106,1350,1733,48
