"\""2011\""","\""Local Police Department\""","\""IA\""","\""Iowa\""","\""2011-09-27\""","\""0\""","\""1\""","\""1\""","\""1\""","\""0\""","\""Black or African American\""","\""Non-Hispanic\""","\""1\""","\""Simple assault\""","\""1\""","\""Des Moines Public School\""","\""Anti-Black or African American Bias\""","\""Juvenile\""","\""Yes\""","\""No\""\n"
"\""2010\""","\""Local Police Department\""","\""NH\""","\""New Hampshire\""","\""2010-01-12\""","\""1\""","\""0\""","\""1\""","\""1\""","\""0\""","\""White\""","\""Non-Hispanic\""","\""1\""","\""Larceny theft\""","\""1\""","\""Concord City Hall\""","\""Anti-White Bias\""","\""Adult\""","\""False\""","\""No\""\n"
"\""2010\""","\""State Police\""","\""ND\""","\""North Dakota\""","\""2010-02-15\""","\""0\""","\""1\""","\""1\""","\""1\""","\""0\""","\""Black or African American\""","\""Hispanic or Latino\""","\""1\""","\""Simple assault\""","\""1\""","\""Bismarck Public School\""","\""Anti-Black or African American Bias\""","\""Juvenile\""","\""Yes\""","\""No\""\n"
"\""2010\""","\""Federal Bureau of Investigation\""","\""SD\""","\""South Dakota\""","\""2010-03-19\""","\""0\""","\""0\""","\""1\""","\""1\""","\""0\""","\""Asian\""","\""Non-Hispanic\""","\""1\""","\""Intimidation\""","\""1\""","\""Pierre Public Library\""","\""Anti-Asian Bias\""","\""Adult\""","\""False\""","\""No\""\n"""
1992,Local,NV,Nevada,1992-07-15,1,0,2,1,1,White,Non-Hispanic,2,Hate Crime Against Property,2,Las Vegas,Anti-Black,Adult,TRUE,FALSE
1996,State,NY,New York,1996-04-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,New York City,Anti-White,Juvenile,FALSE,FALSE
2007,Local,AZ,Arizona,2007-02-20,0,0,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,Phoenix,Anti-Asian,Adult,FALSE,TRUE
1999,State,TX,Texas,1999-09-01,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,Austin,Anti-Hispanic,Adult,TRUE,FALSE
2010,Local,FL,Florida,2010-05-15,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Miami,Anti-Jewish,Adult,FALSE,FALSE
1991,Local,IL,Illinois,1991-03-10,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Chicago,Anti-Asian,Juvenile,FALSE,FALSE
2009,State,CA,California,2009-12-20,0,0,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Los Angeles,Anti-White,Adult,FALSE,FALSE
1993,Local,NC,North Carolina,1993-09-15,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,Raleigh,Anti-Hispanic,Adult,TRUE,FALSE
2008,Local,PA,Pennsylvania,2008-07-01,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,Philadelphia,Anti-Arab,Juvenile,FALSE,FALSE
2003,State,MD,Maryland,2003-04-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Baltimore,Anti-Jewish,Adult,FALSE,FALSE
1998,Local,OH,Ohio,1998-05-10,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,Columbus,Anti-Hispanic,Adult,TRUE,FALSE
2013,State,NC,North Carolina,2013-01-15,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Greensboro,Anti-Asian,Juvenile,FALSE,FALSE
2006,Local,TX,Texas,2006-03-01,0,0,1,0,1,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Dallas,Anti-Arab,Adult,FALSE,FALSE
1994,State,GA,Georgia,1994-07-20,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,Atlanta,Anti-Hispanic,Adult,TRUE,FALSE
2012,Local,CA,California,2012-10-15,1,0,1,1,0,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,San Francisco,Anti-Jewish,Adult,FALSE,FALSE
2005,State,TN,Tennessee,2005-09-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Nashville,Anti-Asian,Juvenile,FALSE,FALSE
1997,Local,OR,Oregon,1997-02-15,0,0,1,0,1,White,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Portland,Anti-Hispanic,Adult,FALSE,FALSE
2002,State,MO,Missouri,2002-05-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Kansas City,Anti-Arab,Adult,FALSE,FALSE
2011,Local,MI,Michigan,2011-06-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Detroit,Anti-White,Juvenile,FALSE,FALSE
1992,State,WV,West Virginia,1992-10-01,0,0,1,0,1,White,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Charleston,Anti-Hispanic,Adult,FALSE,FALSE
2001,Local,KY,Kentucky,2001-01-15,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,Louisville,Anti-Jewish,Adult,TRUE,FALSE
1995,State,AL,Alabama,1995-03-20,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,Birmingham,Anti-Hispanic,Adult,TRUE,FALSE
2004,Local,SC,South Carolina,2004-08-01,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,Columbia,Anti-Arab,Juvenile,FALSE,FALSE
1999,State,LA,Louisiana,1999-01-01,0,0,1,0,1,White,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,New Orleans,Anti-Asian,Adult,FALSE,FALSE
2014,Local,IN,Indiana,2014-03-20,1,0,1,1,0,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Indianapolis,Anti-Jewish,Adult,FALSE,FALSE
1993,State,SC,South Carolina,1993-06-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Greenville,Anti-White,Adult,FALSE,FALSE
2000,Local,OK,Oklaoma,2000-09-15,0,1,1,0,1,White,Non-Hispanic,1,Oklahoma City,Anti-Asian,Juvenile,FALSE,FALSE,,
1998,State,AR,Arkansas,1998-04-01,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,Little Rock,Anti-Hispanic,Adult,TRUE,FALSE
1996,Local,GA,Georgia,1996-08-15,1,0,2,1,1,White,Non-Hispanic,2,"Hate Crime Against a Business,Commerical Establishment",2,Savannah,Anti-Jewish,Adult,TRUE,FALSE
2010,State,MS,Mississippi,2010-11-01,0,0,1,0,1,Black,Non-Hispanic,1,Jackson,Anti-Arab,Adult,FALSE,FALSE,,
2007,State,NH,New Hampshire,2007-05-20,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Manchester,Anti-Asian,Juvenile,FALSE,FALSE
1991,State,VT,Vermont,1991-09-01,1,0,1,1,0,White,Non-Hispanic,1,Burlington,Anti-Jewish,Adult,FALSE,FALSE,,
2012,Local,GA,Georgia,2012-07-20,0,0,1,0,1,Asian,Asian,1,Atlanta,Anti-White,Adult,FALSE,FALSE,,
2009,State,ME,Maine,2009-02-15,1,0,1,1,0,Black,Non-Hispanic,1,Portland,Anti-Hispanic,Adult,FALSE,FALSE,,
1995,State,MT,Montana,1995-11-01,0,1,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Helena,Anti-Arab,Juvenile,FALSE,FALSE
2003,Local,VA,Virginia,2003-03-01,0,0,1,0,1,White,Non-Hispanic,1,Richmond,Anti-Asian,Adult,FALSE,FALSE,,
1992,State,KS,Kansas,1992-06-01,2,0,3,2,1,White,Non-Hispanic,3,"Hate Crime Against a Business,Commerical Establishment",3,Topeka,Anti-Hispanic,Adult,TRUE,FALSE
2006,State,CT,Connecticut,2006-10-01,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,Hartford,Anti-Arab,Juvenile,FALSE,FALSE
1994,State,UT,Utah,1994-03-20,1,0,1,1,0,Black,Non-Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Salt Lake City,Anti-Jewish,Adult,FALSE,FALSE
2011,State,RI,Rhode Island,2011-09-01,0,0,1,0,1,Hispanic,Hispanic,1,"Hate Crime Against a Business,Commerical Establishment",1,Providence,Anti-White,Adult,FALSE,FALSE
2000,Local,DE,Delaware,2000-04-15,1,0,1,1,0,White,Non-Hispanic,1,Wilmington,Anti-Arab,Adult,FALSE,FALSE,,
1997,State,ND,North Dakota,1997-08-20,1,0,1,1,0,Black,Non-Hispanic,1,Bismarck,Anti-Jewish,Adult,FALSE,FALSE,,
2004,State,WY,Wyoming,2004-01-20,0,1,1,0,1,Asian,Asian,1,"Hate Crime Against a Business,Commerical Establishment",1,Cheyenne,Anti-Arab,Juvenile,FALSE,FALSE
1999,Local,AK,Alaska,1999-07-01,1,0,1,1,0,White,Non-Hispanic,1,Anchorage,Anti-Hispanic,Adult,FALSE,FALSE,,
2013,State,IA,Iowa,2013-06-15,0,0,1,0,1,Black,Non-Hispanic,1,Des Moines,Anti-Asian,Adult,FALSE,FALSE,,
2008,Local,CO,Colorado,2008-10-20,0,1,1,0,1,Hispanic,Hispanic,1,Denver,Anti-White,Juvenile,FALSE,FALSE,,
Data Year,Agency Type Name,State Abbr,State Name,Incident Date,Adult Victim Count,Juvenile Victim Count,Total Offender Count,Adult Offender Count,Juvenile Offender Count,Offender Race,Offender Ethnicity,Victim Count,Offense Name,Total Individual Victims,Location Name,Bias Desc,Victim Types,Multiple Offense,Multiple Bias
1992,Local Police Department,NY,New York,1992-01-01,1,0,1,1,0,White,Not Hispanic or Latino,2,Intimidation,2,New York City,Anti-Black or African American,Adults Only,Yes,Yes
1993,University Police Department,CA,California,1993-06-15,0,1,1,1,0,Unknown,Hispanic or Latino,1,Simple Assault,1,"University of California, Los Angeles",Anti-White,Adults Only,No,No
1994,State Police,TX,Texas,1994-03-22,2,0,2,2,0,Other,Not Hispanic or Latino,2,Aggravated Assault,2,"Houston, TX",Anti-Hispanic or Latino,Adults Only,Yes,Yes
1995,Local Police Department,FL,Florida,1995-09-10,1,0,1,1,0,White,Not Hispanic or Latino,1,Vandalism,1,"Miami, FL",Anti-Jewish,Adults Only,No,No
1996,Federal Law Enforcement,IL,Illinois,1996-11-25,0,1,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,"Chicago, IL","Anti-Gay, Lesbian, Bisexual, or Transgender",Adults Only,No,No
1997,County Police Department,OH,Ohio,1997-05-01,2,0,2,2,0,Black or African American,Not Hispanic or Latino,2,Intimidation,2,"Columbus, OH",Anti-White,Adults Only,Yes,Yes
1998,University Police Department,PA,Pennsylvania,1998-02-14,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,University of Pennsylvania,Anti-Asian or Asian American,Adults Only,No,No
1999,Local Police Department,GA,Georgia,1999-07-20,0,1,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,"Atlanta, GA",Anti-Hispanic or Latino,Adults Only,No,No
2000,State Police,MI,Michigan,2000-01-15,2,0,2,2,0,Other,Not Hispanic or Latino,2,Aggravated Assault,2,"Detroit, MI",Anti-Jewish,Adults Only,Yes,Yes
2001,County Police Department,NC,North Carolina,2001-03-22,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,"Raleigh, NC",Anti-Black or African American,Adults Only,No,No
2002,University Police Department,CO,Colorado,2002-09-01,0,1,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,University of Colorado Boulder,Anti-White,Adults Only,No,No
2003,Local Police Department,NJ,New Jersey,2003-05-10,2,0,2,2,0,Black or African American,Not Hispanic or Latino,2,Intimidation,2,"Newark, NJ",Anti-Hispanic or Latino,Adults Only,Yes,Yes
2004,Federal Law Enforcement,IN,Indiana,2004-11-25,1,0,1,1,0,White,Not Hispanic or Latino,1,Vandalism,1,"Indianapolis, IN","Anti-Gay, Lesbian, Bisexual, or Transgender",Adults Only,No,No
2005,County Police Department,KY,Kentucky,2005-01-01,0,1,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,"Louisville, KY",Anti-Asian or Asian American,Adults Only,No,No
2006,University Police Department,OR,Oregon,2006-06-15,2,0,2,2,0,Other,Not Hispanic or Latino,2,Aggravated Assault,2,University of Oregon,Anti-Jewish,Adults Only,Yes,Yes
2007,Local Police Department,TN,Tennessee,2007-03-22,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,"Nashville, TN",Anti-Hispanic or Latino,Adults Only,No,No
2008,State Police,WA,Washington,2008-09-10,0,1,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,"Seattle, WA","Anti-Gay, Lesbian, Bisexual, or Transgender",Adults Only,No,No
2009,County Police Department,SC,South Carolina,2009-05-01,2,0,2,2,0,Black or African American,Not Hispanic or Latino,2,Intimidation,2,"Columbia, SC",Anti-White,Adults Only,Yes,Yes
2010,University Police Department,VT,Vermont,2010-02-14,1,0,1,1,0,White,Not Hispanic or Latino,1,Simple Assault,1,University of Vermont,Anti-Asian or Asian American,Adults Only,No,No
2011,Local Police Department,AR,Arkansas,2011-07-20,0,1,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,"Little Rock, AR",Anti-Hispanic or Latino,Adults Only,No,No
2012,State Police,RI,Rhode Island,2012-01-15,2,0,2,2,0,Other,Not Hispanic or Latino,2,Aggravated Assault,2,"Providence, RI",Anti-Jewish,Adults Only,Yes,Yes
2013,County Police Department,WV,West Virginia,2013-03-22,1,0,1,1,0,White,Not Hispanic or Latino,1,Intimidation,1,"Charleston, WV",Anti-Black or African American,Adults Only,No,No
2014,University Police Department,DE,Delaware,2014-09-01,0,1,1,1,0,Unknown,Not Hispanic or Latino,1,Simple Assault,1,University of Delaware,Anti-White,Adults Only,No,No
1991,Local,,Alabama,1991-02-15,1,0,2,2,0,White,White,1,Vandalism,1,Residence,,Intimidation,,0
1991,State,,Alaska,1991-08-25,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Commercial Area,,Racial Bias,,0
1991,Federal,,Arizona,1991-05-01,0,0,1,1,0,Hispanic,Hispanic,1,Intimidation,1,Highway/Street,,Ethnicity,,0
1991,Local,,Arkansas,1991-11-15,1,0,1,1,0,Black,Black,1,Vandalism,1,Residence,,Racial Bias,,0
1992,State,,California,1992-03-20,0,0,2,2,0,White,White,2,Simple Assault,2,Commercial Area,,Intimidation,,0
1992,Federal,,Colorado,1992-09-10,1,0,1,1,0,Asian,Asian,1,Vandalism,1,Highway/Street,,Racial Bias,,0
1992,Local,,Connecticut,1992-01-10,1,0,1,1,0,Hispanic,Hispanic,1,Simple Assault,1,Residence,,Ethnicity,,0
1992,State,,Delaware,1992-07-25,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1992,Federal,,Florida,1992-04-01,0,0,1,1,0,Black,Black,1,Intimidation,1,Highway/Street,,Racial Bias,,0
1993,Local,,Georgia,1993-06-15,1,0,1,1,0,White,White,1,Simple Assault,1,Residence,,Intimidation,,0
1993,State,,Hawaii,1993-03-20,0,0,2,2,0,Asian,Asian,2,Vandalism,2,Commercial Area,,Racial Bias,,0
1993,Federal,,Idaho,1993-08-10,1,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Highway/Street,,Ethnicity,,0
1993,Local,,Illinois,1993-11-25,1,0,1,1,0,Black,Black,1,Simple Assault,1,Residence,,Racial Bias,,0
1993,State,,Indiana,1993-02-15,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1994,Federal,,Iowa,1994-04-01,0,0,1,1,0,Asian,Asian,1,Intimidation,1,Highway/Street,,Racial Bias,,0
1994,Local,,Kansas,1994-07-15,1,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Residence,,Ethnicity,,0
1994,State,,Kentucky,1994-03-20,0,0,2,2,0,White,White,2,Simple Assault,2,Commercial Area,,Intimidation,,0
1994,Federal,,Louisiana,1994-08-10,1,0,1,1,0,Black,Black,1,Vandalism,1,Highway/Street,,Racial Bias,,0
1994,Local,,Maine,1994-11-25,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residence,,Racial Bias,,0
1995,State,,Maryland,1995-06-15,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1995,Federal,,Massachusetts,1995-03-20,1,0,1,1,0,Hispanic,Hispanic,1,Intimidation,1,Highway/Street,,Ethnicity,,0
1995,Local,,Michigan,1995-08-10,1,0,1,1,0,Black,Black,1,Simple Assault,1,Residence,,Racial Bias,,0
1995,State,,Minnesota,1995-02-15,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1996,Federal,,Mississippi,1996-04-01,0,0,1,1,0,Asian,Asian,1,Vandalism,1,Highway/Street,,Racial Bias,,0
1996,Local,,Missouri,1996-07-15,1,0,1,1,0,Hispanic,Hispanic,1,Simple Assault,1,Residence,,Ethnicity,,0
1996,State,,Montana,1996-03-20,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1996,Federal,,Nebraska,1996-08-10,1,0,1,1,0,Black,Black,1,Vandalism,1,Highway/Street,,Racial Bias,,0
1997,Local,,Nevada,1997-06-15,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residence,,Racial Bias,,0
1997,State,,New Hampshire,1997-03-20,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1997,Federal,,New Jersey,1997-04-01,1,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Highway/Street,,Ethnicity,,0
1997,Local,,New Mexico,1997-07-15,1,0,1,1,0,Black,Black,1,Simple Assault,1,Residence,,Racial Bias,,0
1997,State,,New York,1997-02-15,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1998,Federal,,North Carolina,1998-04-01,0,0,1,1,0,Asian,Asian,1,Intimidation,1,Highway/Street,,Racial Bias,,0
1998,Local,,North Dakota,1998-07-15,1,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Residence,,Ethnicity,,0
1998,State,,Ohio,1998-03-20,0,0,2,2,0,White,White,2,Simple Assault,2,Commercial Area,,Intimidation,,0
1998,Federal,,Oklahoma,1998-08-10,1,0,1,1,0,Black,Black,1,Vandalism,1,Highway/Street,,Racial Bias,,0
1998,Local,,Oregon,1998-11-25,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residence,,Racial Bias,,0
1999,State,,Pennsylvania,1999-06-15,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
1999,Federal,,Rhode Island,1999-03-20,1,0,1,1,0,Hispanic,Hispanic,1,Intimidation,1,Highway/Street,,Ethnicity,,0
1999,Local,,South Carolina,1999-08-10,1,0,1,1,0,Black,Black,1,Simple Assault,1,Residence,,Racial Bias,,0
1999,State,,South Dakota,1999-02-15,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
2000,Federal,,Tennessee,2000-04-01,0,0,1,1,0,Asian,Asian,1,Vandalism,1,Highway/Street,,Racial Bias,,0
2000,Local,,Texas,2000-07-15,1,0,1,1,0,Hispanic,Hispanic,1,Simple Assault,1,Residence,,Ethnicity,,0
2000,State,,Utah,2000-03-20,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
2001,Federal,,Vermont,2001-04-01,1,0,1,1,0,Black,Black,1,Intimidation,1,Highway/Street,,Racial Bias,,0
2001,Local,,Virginia,2001-07-15,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residence,,Racial Bias,,0
2001,State,,Washington,2001-02-15,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
2002,Federal,,West Virginia,2002-04-01,0,0,1,1,0,Hispanic,Hispanic,1,Vandalism,1,Highway/Street,,Ethnicity,,0
2002,Local,,Wisconsin,2002-07-15,1,0,1,1,0,Black,Black,1,Simple Assault,1,Residence,,Racial Bias,,0
2002,State,,Wyoming,2002-03-20,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
2011,Local,,Alabama,2011-02-15,1,0,1,1,0,White,White,1,Vandalism,1,Residence,,Intimidation,,0
2011,State,,Alaska,2011-08-25,0,0,1,1,0,Asian,Asian,1,Simple Assault,1,Commercial Area,,Racial Bias,,0
2011,Federal,,Arizona,2011-05-01,1,0,1,1,0,Hispanic,Hispanic,1,Intimidation,1,Highway/Street,,Ethnicity,,0
2011,Local,,Arkansas,2011-11-15,0,0,1,1,0,Black,Black,1,Vandalism,1,Residence,,Racial Bias,,0
2012,State,,California,2012-03-20,1,0,2,2,0,White,White,2,Simple Assault,2,Commercial Area,,Intimidation,,0
2012,Federal,,Colorado,2012-09-10,0,0,1,1,0,Asian,Asian,1,Vandalism,1,Highway/Street,,Racial Bias,,0
2012,Local,,Connecticut,2012-01-10,1,0,1,1,0,Hispanic,Hispanic,1,Simple Assault,1,Residence,,Ethnicity,,0
2012,State,,Delaware,2012-07-25,0,0,2,2,0,White,White,2,Vandalism,2,Commercial Area,,Intimidation,,0
2013,Federal,,Florida,2013-04-01,1,0,1,1,0,Black,Black,1,Intimidation,1,Highway/Street,,Racial Bias,,0
1991,Local,,AL,Alabama,1991-01-01,1,0,1,1,0,White,Hispanic,1,Anti-Government,2,,Hate Crime Against a Person,,0
1991,Local,,AZ,Arizona,1991-01-02,0,1,1,1,0,Asian,Asian,1,Anti-Government,1,Phoenix,Hate Crime Against a Person,,0
1991,Local,,CA,California,1991-01-03,2,0,2,2,0,White,White,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,FL,Florida,1991-01-04,1,0,1,1,0,Black,Black,1,Anti-Government,1,,Hate Crime Against a Person,,0
1991,Local,,GA,Georgia,1991-01-05,0,1,1,1,0,White,White,1,Anti-Government,1,Atlanta,Hate Crime Against a Person,,0
1991,Local,,IL,Illinois,1991-01-06,2,0,2,2,0,Asian,Asian,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,KY,Kentucky,1991-01-07,1,0,1,1,0,Hispanic,Hispanic,1,Anti-Government,1,,Hate Crime Against a Person,,0
1991,Local,,LA,Louisiana,1991-01-08,0,1,1,1,0,Black,Black,1,Anti-Government,1,New Orleans,Hate Crime Against a Person,,0
1991,Local,,MD,Maryland,1991-01-09,2,0,2,2,0,White,White,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,MA,Massachusetts,1991-01-10,1,0,1,1,0,Asian,Asian,1,Anti-Government,1,Boston,Hate Crime Against a Person,,0
1991,Local,,MI,Michigan,1991-01-11,0,1,1,1,0,White,White,1,Anti-Government,1,Detroit,Hate Crime Against a Person,,0
1991,Local,,MO,Missouri,1991-01-12,2,0,2,2,0,Black,Black,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,NC,North Carolina,1991-01-13,1,0,1,1,0,Hispanic,Hispanic,1,Anti-Government,1,,Hate Crime Against a Person,,0
1991,Local,,NJ,New Jersey,1991-01-14,0,1,1,1,0,Asian,Asian,1,Anti-Government,1,Newark,Hate Crime Against a Person,,0
1991,Local,,NY,New York,1991-01-15,2,0,2,2,0,White,White,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,OH,Ohio,1991-01-16,1,0,1,1,0,Black,Black,1,Anti-Government,1,Columbus,Hate Crime Against a Person,,0
1991,Local,,OK,Oklahoma,1991-01-17,0,1,1,1,0,Hispanic,Hispanic,1,Anti-Government,1,Oklahoma City,Hate Crime Against a Person,,0
1991,Local,,PA,Pennsylvania,1991-01-18,2,0,2,2,0,Asian,Asian,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,SC,South Carolina,1991-01-19,1,0,1,1,0,White,White,1,Anti-Government,1,,Hate Crime Against a Person,,0
1991,Local,,TN,Tennessee,1991-01-20,0,1,1,1,0,Black,Black,1,Anti-Government,1,Nashville,Hate Crime Against a Person,,0
1991,Local,,TX,Texas,1991-01-21,2,0,2,2,0,Hispanic,Hispanic,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,UT,Utah,1991-01-22,1,0,1,1,0,White,White,1,Anti-Government,1,,Hate Crime Against a Person,,0
1991,Local,,VA,Virginia,1991-01-23,0,1,1,1,0,Asian,Asian,1,Anti-Government,1,Richmond,Hate Crime Against a Person,,0
1991,Local,,WA,Washington,1991-01-24,2,0,2,2,0,Black,Black,2,Anti-Government,4,,Hate Crime Against a Person,,0
1991,Local,,WI,Wisconsin,1991-01-25,1,0,1,1,0,Hispanic,Hispanic,1,Anti-Government,1,Madison,Hate Crime Against a Person,,0
1992,State,,AL,Alabama,1992-01-01,1,0,1,1,0,White,White,1,Anti-Government,1,,Hate Crime Against a Person,,0
1992,State,,AZ,Arizona,1992-01-02,0,1,1,1,0,Asian,Asian,1,Anti-Government,1,,Hate Crime Against a Person,,0
1992,State,,CA,California,1992-01-03,2,0,2,2,0,White,White,2,Anti-Government,4,,Hate Crime Against a Person,,0
1992,State,,FL,Florida,1992-01-04,1,0,1,1,0,Black,Black,1,Anti-Government,1,,Hate Crime Against a Person,,0
2008,Local,IL,Illinois,2008-01-10,1,0,1,1,0,Asian,White,1,Intimidation,1,Residential Area,Racial Bias,Adult,False,Racial Bias
2008,Local,FL,Florida,2008-03-27,0,1,1,1,0,Hispanic or Latino,White,1,Simple Assault,1,Highway/Street,Ethnic/National Origin Bias,Juvenile,False,Ethnic/National Origin Bias
2008,State,AZ,Arizona,2008-09-01,1,0,1,1,0,Black or African American,White,1,Larceny/Theft,1,Residential Area,Racial Bias,Adult,True,Racial Bias
2008,Local,CA,California,2008-11-15,1,0,1,1,0,American Indian or Alaska Native,White,1,Destruction/Damage/Vandalism of Property,1,Business,Racial Bias,Adult,False,Racial Bias
2008,State,CO,Colorado,2008-02-24,0,1,1,1,0,White,White,1,Vandalism,1,Highway/Street,Sexual Orientation Bias,Juvenile,False,Sexual Orientation Bias
2008,Local,TX,Texas,2008-05-22,1,0,1,1,0,Asian,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,True,Racial Bias
2008,State,NY,New York,2008-08-07,1,0,1,1,0,Hispanic or Latino,White,1,Intimidation,1,Residential Area,Ethnic/National Origin Bias,Adult,False,Ethnic/National Origin Bias
2008,Local,NC,North Carolina,2008-12-31,1,0,1,1,0,Black or African American,White,1,Simple Assault,1,Highway/Street,Racial Bias,Adult,True,Racial Bias
2008,State,WA,Washington,2008-04-03,0,1,1,1,0,American Indian or Alaska Native,White,1,Simple Assault,1,Highway/Street,Racial Bias,Juvenile,False,Racial Bias
2008,Local,GA,Georgia,2008-06-15,1,0,1,1,0,White,White,1,Simple Assault,1,Highway/Street,Sexual Orientation Bias,Adult,False,Sexual Orientation Bias
2008,State,VT,Vermont,2008-10-25,0,1,1,1,0,Hispanic or Latino,White,1,Intimidation,1,Residential Area,Ethnic/National Origin Bias,Juvenile,True,Ethnic/National Origin Bias
2009,Local,OH,Ohio,2009-01-14,1,0,1,1,0,Black or African American,White,1,Destruction/Damage/Vandalism of Property,1,Business,Racial Bias,Adult,False,Racial Bias
2009,State,NV,Nevada,2009-03-21,0,1,1,1,0,Asian,White,1,Vandalism,1,Highway/Street,Racial Bias,Juvenile,True,Racial Bias
