"10","2011","Federal","NY","New York","10/15/2011",2,0,1,2,0,"Hispanic or Latino","Not Hispanic or Latino","2","Simple Assault","2","School","Anti-LGBT","Multiple Victims","TRUE","Single Offense","FALSE"
"11","2012","State, Local","TX","Texas","8/25/2012",0,2,1,0,1,"Black or African American","Not Hispanic or Latino","2","Vandalism","2","Public Place","Islamophobia","Multiple Victims","TRUE","Single Offense","FALSE"
"12","2013","Federal","FL","Florida","2/12/2013",1,0,1,1,0,"Asian","Asian, Not Hispanic or Latino","1","Simple Assault","1","Street","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"13","1997","State, Local","CA","California","3/25/1997",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Latino","1","Vandalism","1","School","Anti-Immigrant","Individual, Single Victim","FALSE","Single Offense","FALSE"
"14","2000","Federal","NY","New York","8/17/2000",0,1,1,0,1,"White","Not Hispanic or Latino","1","Simple Assault","1","Public Transportation","Homophobia","Individual, Single Victim","FALSE","Single Offense","FALSE"
"15","1996","State, Local","TX","Texas","12/10/1996",0,1,1,0,1,"Black or African American","Not Hispanic or Latino","1","Intimidation","1","Public Place","Anti-Black","Individual, Single Victim","FALSE","Single Offense","FALSE"
"16","2001","Federal","FL","Florida","11/20/2001",0,2,1,0,1,"Asian","Not Hispanic or Latino","2","Vandalism","2","Street","Anti-Asian","Multiple Victims","TRUE","Single Offense","FALSE"
"17","1998","State, Local","CA","California","7/4/1998",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Latino","1","Simple Assault","1","School","Anti-LGBT","Individual, Single Victim","FALSE","Single Offense","FALSE"
"18","2004","Federal","NY","New York","1/15/2004",2,0,1,2,0,"White","Not Hispanic or Latino","2","Intimidation","2","Public Transportation","Antisemitism","Multiple Victims","TRUE","Multiple Offenses","TRUE"
"19","1999","State, Local","TX","Texas","9/19/1999",0,1,1,0,1,"Asian","Asian, Not Hispanic or Latino","1","Vandalism","1","Public Place","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"20","2003","State, Local","CA","California","11/7/2003",0,2,1,0,1,"Hispanic or Latino","Not Hispanic or Latino","2","Simple Assault","2","Street","Anti-Immigrant","Multiple Victims","TRUE","Single Offense","FALSE"
"21","2002","Federal","NY","New York","6/22/2002",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Latino","1","Vandalism","1","School","Anti-LGBT","Individual, Single Victim","FALSE","Single Offense","FALSE"
"22","2005","State, Local","TX","Texas","1/28/2005",0,1,1,0,1,"Black or African American","Not Hispanic or Latino","1","Intimidation","1","Public Place","Islamophobia","Individual, Single Victim","FALSE","Single Offense","FALSE"
"23","2000","Federal","FL","Florida","9/15/2000",2,0,1,2,0,"Asian","Asian, Not Hispanic or Latino","2","Simple Assault","2","Business","Anti-Asian","Multiple Victims","TRUE","Single Offense","FALSE"
"24","1995","State, Local","CA","California","5/16/1995",1,0,1,1,0,"White","Not Hispanic or Latino","1","Vandalism","1","School","Anti-Catholic","Individual, Single Victim","FALSE","Single Offense","FALSE"
"25","2006","Federal","NY","New York","3/18/2006",0,1,1,0,1,"Hispanic or Latino","Not Hispanic or Latino","1","Simple Assault","1","Public Transportation","Homophobia","Individual, Single Victim","FALSE","Single Offense","FALSE"
"26","2007","State, Local","TX","Texas","7/20/2007",0,2,1,0,1,"Black or African American","Not Hispanic or Latino","2","Intimidation","2","Street","Anti-Black","Multiple Victims","TRUE","Single Offense","FALSE"
"27","2008","Federal","FL","Florida","11/19/2008",1,0,1,1,0,"Asian","Asian, Not Hispanic or Latino","1","Vandalism","1","Public Place","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"28","2009","State, Local","CA","California","6/11/2009",0,1,1,0,1,"Hispanic or Latino","Not Hispanic or Latino","1","Simple Assault","1","School","Anti-LGBT","Individual, Single Victim","FALSE","Single Offense","FALSE"
"29","2010","Federal","NY","New York","9/10/2010",2,0,1,2,0,"White","Not Hispanic or Latino","2","Intimidation","2","Public Transportation","Antisemitism","Multiple Victims","TRUE","Multiple Offenses","TRUE"
"30","2011","State, Local","TX","Texas","2/12/2011",0,1,1,0,1,"Asian","Asian, Not Hispanic or Latino","1","Vandalism","1","Public Place","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"31","2012","Federal","FL","Florida","5/25/2012",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Latino","1","Simple Assault","1","School","Anti-Immigrant","Individual, Single Victim","FALSE","Single Offense","FALSE"
"32","1994","State, Local","CA","California","11/1/1994",0,2,1,0,1,"Black or African American","Not Hispanic or Latino","2","Intimidation","2","Street","Anti-Black","Multiple Victims","TRUE","Single Offense","FALSE"
"33","1993","Federal","NY","New York","10/22/1993",1,0,1,1,0,"White","Not Hispanic or Latino","1","Vandalism","1","Public Place","Anti-Catholic","Individual, Single Victim","FALSE","Single Offense","FALSE"
"34","2001","State, Local","TX","Texas","4/16/2001",0,1,1,0,1,"Asian","Asian, Not Hispanic or Latino","1","Simple Assault","1","School","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"35","1995","Federal","FL","Florida","6/20/1995",0,2,1,0,1,"Hispanic or Latino","Not Hispanic or Latino","2","Intimidation","2","Public Place","Anti-Immigrant","Multiple Victims","TRUE","Single Offense","FALSE"
"36","2009","State, Local","CA","California","10/29/2009",1,0,1,1,0,"Black or African American","Not Hispanic or Latino","1","Vandalism","1","School","Islamophobia","Individual, Single Victim","FALSE","Single Offense","FALSE"
"37","2008","Federal","NY","New York","8/15/2008",2,0,1,2,0,"Asian","Not Hispanic or Latino","2","Simple Assault","2","Business","Anti-Asian","Multiple Victims","TRUE","Single Offense","FALSE"
"38","2010","State, Local","TX","Texas","11/16/2010",0,1,1,0,1,"White","Not Hispanic or Latino","1","Intimidation","1","Public Place","Anti-Catholic","Individual, Single Victim","FALSE","Single Offense","FALSE"
"39","2011","Federal","FL","Florida","3/21/2011",0,2,1,0,1,"Hispanic or Latino","Not Hispanic or Latino","2","Vandalism","2","Public Place","Anti-Immigrant","Multiple Victims","TRUE","Single Offense","FALSE"
"40","2012","State, Local","CA","California","9/18/2012",1,0,1,1,0,"Black or African American","Not Hispanic or Latino","1","Simple Assault","1","School","Anti-Black","Individual, Single Victim","FALSE","Single Offense","FALSE"
"41","1992","State, Local","TX","Texas","8/14/1992",0,1,1,0,1,"Asian","Asian, Not Hispanic or Latino","1","Vandalism","1","Public Place","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"42","2002","Federal","NY","New York","9/14/2002",2,0,1,2,0,"Hispanic or Latino","Not Hispanic or Latino","2","Intimidation","2","Public Transportation","Anti-LGBT","Multiple Victims","TRUE","Multiple Offenses","TRUE"
"43","2003","State, Local","CA","California","6/29/2003",0,1,1,0,1,"Black or African American","Not Hispanic or Latino","1","Simple Assault","1","Public Place","Islamophobia","Individual, Single Victim","FALSE","Single Offense","FALSE"
"44","2004","Federal","FL","Florida","1/22/2004",1,0,1,1,0,"Asian","Asian, Not Hispanic or Latino","1","Vandalism","1","School","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"45","2005","State, Local","TX","Texas","10/29/2005",0,2,1,0,1,"White","Not Hispanic or Latino","2","Intimidation","2","Public Place","Anti-Catholic","Multiple Victims","TRUE","Single Offense","FALSE"
"46","2006","Federal","NY","New York","12/19/2006",2,0,1,2,0,"Hispanic or Latino","Not Hispanic or Latino","2","Simple Assault","2","Business","Anti-Immigrant","Multiple Victims","TRUE","Single Offense","FALSE"
"47","2007","State, Local","CA","California","4/27/2007",0,1,1,0,1,"Asian","Asian, Not Hispanic or Latino","1","Vandalism","1","Public Place","Anti-Asian","Individual, Single Victim","FALSE","Single Offense","FALSE"
"48","2008","Federal","FL","Florida","6/12/2008",1,0,1,1,0,"Black or African American","Not Hispanic or Latino","1","Simple Assault","1","School","Anti-Black","Individual, Single Victim","FALSE","Single Offense","FALSE"
"49","2009","State, Local","TX","Texas","9/11/2009",0,2,1,0,1,"Hispanic or Latino","Not Hispanic or Latino","2","Intimidation","2","Public Transportation","Anti-LGBT","Multiple Victims","TRUE","Single Offense","FALSE"
"50","2010","Federal","NY","New York","11/22/2010",2,0,1,2,0,"White","Not Hispanic or Latino","2","Simple Assault","2","Public Place","Antisemitism","Multiple Victims","TRUE","Multiple Offenses","TRUE"
"1993","Law Enforcement Agency","CA","California","1993-02-15","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Anti-Thug Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","TX","Texas","1992-11-20","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","FL","Florida","1991-09-01","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","NY","New York","1992-05-15","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Intimidation","1","Residence","Anti-Asian Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","IL","Illinois","1991-03-20","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","OH","Ohio","1993-08-10","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","PA","Pennsylvania","1992-01-05","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","GA","Georgia","1991-11-25","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","NJ","New Jersey","1992-09-15","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","MI","Michigan","1993-04-10","1","0","1","1","0","White","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","AZ","Arizona","1992-07-20","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","TN","Tennessee","1991-05-01","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","WI","Wisconsin","1992-03-10","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Anti-Thug Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","NC","North Carolina","1993-01-15","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","MO","Missouri","1992-06-20","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Simple Assault","1","Residence","Anti-Asian Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","KY","Kentucky","1991-10-01","1","0","1","1","0","White","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","VT","Vermont","1992-08-10","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","DE","Delaware","1993-06-15","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Intimidation","1","Residence","Anti-Thug Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","SC","South Carolina","1992-12-01","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","NE","Nebraska","1991-04-25","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","LA","Louisiana","1992-02-10","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","OK","Oklahoma","1993-07-01","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","MD","Maryland","1992-11-20","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","ME","Maine","1991-08-01","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","WV","West Virginia","1992-05-10","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","HI","Hawaii","1991-01-01","1","0","1","1","0","White","Not Hispanic or Latino","1","Intimidation","1","Residence","Anti-Thug Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","MT","Montana","1992-09-15","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","AR","Arkansas","1993-03-10","1","0","1","1","0","White","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","IA","Iowa","1992-07-20","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","UT","Utah","1991-12-25","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","NV","Nevada","1992-04-01","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Anti-Thug Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","RI","Rhode Island","1993-09-15","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","IN","Indiana","1992-01-20","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","ID","Idaho","1991-06-01","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","KS","Kansas","1992-08-10","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Anti-Thug Bias","Adulthood","False Pretenses","False Pretenses"
"1993","Law Enforcement Agency","AL","Alabama","1993-02-15","1","0","1","1","0","Black or African American","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","CT","Connecticut","1992-10-20","1","0","1","1","0","Hispanic or Latino","Not Hispanic or Latino","1","Simple Assault","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Law Enforcement Agency","OR","Oregon","1991-09-15","1","0","1","1","0","Asian","Not Hispanic or Latino","1","Intimidation","1","Residence","Racial Bias","Adulthood","False Pretenses","False Pretenses"
"1992","Law Enforcement Agency","ND","North Dakota","1992-06-10","1","0","1","1","0","White","Not Hispanic or Latino","1","Simple Assault","1","Residence","Anti-Thug Bias","Adulthood","False Pretenses","False Pretenses"
"1991","Local",,"Alabama","1991-01-20",2,1,2,1,1,"White","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-White","Single","Anti-white",0
"1991","State",,Alaska,"1991-01-22",1,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Park or Playground","Anti-Asian","Single","Anti-Asian",0
"1991","Federal",,Arizona,"1991-02-10",0,0,2,1,1,"Hispanic or Latino","Not Hispanic or Other Ethnicity",2,"Vandalism","2","Street","Anti-Hispanic","Single","Anti-Hispanic",0
"1991","Local",,Arkansas,"1991-02-22",1,0,1,1,0,"White","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Street","Anti-White","Single","Anti-white",0
"1991","State",,California,"1991-03-01",2,1,2,2,0,"Black or African American","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-Black","Single","Anti-black",0
"1991","Federal",,Colorado,"1991-03-15",0,0,1,1,0,"American Indian or Alaska Native","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","School","Anti-Native American","Single","Anti-native american",0
"1991","Local",,Connecticut,"1991-03-22",1,0,1,1,0,"White","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Street","Anti-White","Single","Anti-white",0
"1991","State",,Delaware,"1991-04-01",0,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Park or Playground","Anti-Asian","Single","Anti-Asian",0
"1991","Federal",,Florida,"1991-04-10",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Residence","Anti-Hispanic","Single","Anti-Hispanic",0
"1991","Local",,Georgia,"1991-04-20",2,1,2,2,0,"Black or African American","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-Black","Single","Anti-black",0
"1991","State",,Hawaii,"1991-05-01",0,0,1,1,0,"White","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","School","Anti-White","Single","Anti-white",0
"1991","Federal",,Idaho,"1991-05-15",0,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Street","Anti-Asian","Single","Anti-Asian",0
"1991","Local",,Illinois,"1991-05-22",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Residence","Anti-Hispanic","Single","Anti-Hispanic",0
"1991","State",,Indiana,"1991-06-01",2,1,2,2,0,"Black or African American","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-Black","Single","Anti-black",0
"1991","Federal",,Iowa,"1991-06-10",0,0,1,1,0,"American Indian or Alaska Native","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Park or Playground","Anti-Native American","Single","Anti-native american",0
"1991","Local",,Kansas,"1991-06-20",1,0,1,1,0,"White","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Street","Anti-White","Single","Anti-white",0
"1991","State",,Kentucky,"1991-07-01",0,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","School","Anti-Asian","Single","Anti-Asian",0
"1991","Federal",,Louisiana,"1991-07-15",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Residence","Anti-Hispanic","Single","Anti-Hispanic",0
"1991","Local",,Maine,"1991-07-22",2,1,2,2,0,"Black or African American","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-Black","Single","Anti-black",0
"1991","State",,Maryland,"1991-08-01",0,0,1,1,0,"American Indian or Alaska Native","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Park or Playground","Anti-Native American","Single","Anti-native american",0
"1991","Federal",,Massachusetts,"1991-08-10",1,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","School","Anti-Asian","Single","Anti-Asian",0
"1991","Local",,Michigan,"1991-08-20",1,0,1,1,0,"White","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Street","Anti-White","Single","Anti-white",0
"1991","State",,Minnesota,"1991-09-01",0,0,1,1,0,"Hispanic or Latino","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Residence","Anti-Hispanic","Single","Anti-Hispanic",0
"1991","Federal",,Mississippi,"1991-09-15",2,1,2,2,0,"Black or African American","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-Black","Single","Anti-black",0
"1991","Local",,Missouri,"1991-09-22",1,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","School","Anti-Asian","Single","Anti-Asian",0
"1991","State",,Montana,"1991-10-01",0,0,1,1,0,"White","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Park or Playground","Anti-White","Single","Anti-white",0
"1991","Federal",,Nebraska,"1991-10-10",1,0,1,1,0,"Hispanic or Latino","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Residence","Anti-Hispanic","Single","Anti-Hispanic",0
"1991","Local",,Nevada,"1991-10-20",2,1,2,2,0,"Black or African American","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-Black","Single","Anti-black",0
"1991","State",,New Hampshire,"1991-11-01",0,0,1,1,0,"American Indian or Alaska Native","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Park or Playground","Anti-Native American","Single","Anti-native american",0
"1991","Federal",,New Jersey,"1991-11-15",1,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","School","Anti-Asian","Single","Anti-Asian",0
"1991","Local",,New Mexico,"1991-11-22",1,0,1,1,0,"White","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Street","Anti-White","Single","Anti-white",0
"1991","State",,New York,"1991-12-01",2,1,2,2,0,"Black or African American","Not Hispanic or Other Ethnicity",3,"Intimidation","3","Residence","Anti-Black","Single","Anti-black",0
"1991","Federal",,North Carolina,"1991-12-10",0,0,1,1,0,"Hispanic or Latino","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","Residence","Anti-Hispanic","Single","Anti-Hispanic",0
"1991","Local",,North Dakota,"1991-12-20",1,0,1,1,0,"Asian or Pacific Islander","Not Hispanic or Other Ethnicity",1,"Simple Assault","1","School","Anti-Asian","Single","Anti-Asian",0
"domain","time_period","data_year","agency_type_name","state_abbr","state_name","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias"

"United States","1991-2014",2014,"Local","NY","New York","2014-03-27",1,0,2,1,1,"White","Not Hispanic or Latino",1,"Simple Assault","1","Brooklyn","Ethnicity/Immigrant Status","Adult","Yes","Yes"

"United States","1991-2014",2013,"State","CA","California","2013-02-11",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Los Angeles","Religion",,"No","Yes"

"United States","1991-2014",2012,"Local","FL","Florida","2012-08-25",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Miami","Disability",,"Yes","Yes"

"United States","1991-2014",2011,"Federal","TX","Texas","2011-06-20",0,0,1,0,1,"Asian","Asian",1,"Aggravated Assault","1","Houston","Sexual Orientation",,"No","Yes"

"United States","1991-2014",2010,"Local","GA","Georgia","2010-10-29",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Atlanta","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",2009,"State","IL","Illinois","2009-12-15",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Chicago","Religion",,"No","Yes"

"United States","1991-2014",2008,"Local","NC","North Carolina","2008-05-22",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Charlotte","Disability",,"Yes","Yes"

"United States","1991-2014",2007,"Federal","OH","Ohio","2007-01-17",0,0,1,0,1,"Asian","Asian",1,"Aggravated Assault","1","Columbus","Sexual Orientation",,"No","Yes"

"United States","1991-2014",2006,"Local","TN","Tennessee","2006-09-18",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Nashville","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",2005,"State","PA","Pennsylvania","2005-03-28",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Philadelphia","Religion",,"No","Yes"

"United States","1991-2014",2004,"Local","SC","South Carolina","2004-11-14",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Columbia","Disability",,"Yes","Yes"

"United States","1991-2014",2003,"Federal","WI","Wisconsin","2003-07-10",0,0,1,0,1,"Asian","Asian",1,"Aggravated Assault","1","Madison","Sexual Orientation",,"No","Yes"

"United States","1991-2014",2002,"Local","AL","Alabama","2002-02-24",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Birmingham","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",2001,"State","CO","Colorado","2001-09-17",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Denver","Religion",,"No","Yes"

"United States","1991-2014",2000,"Local","ID","Idaho","2000-04-22",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Boise","Disability",,"Yes","Yes"

"United States","1991-2014",1999,"Federal","KS","Kansas","1999-01-15",0,0,1,0,1,"Asian","Asian",1,"Aggravated Assault","1","Topeka","Sexual Orientation",,"No","Yes"

"United States","1991-2014",1998,"Local","LA","Louisiana","1998-08-26",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","New Orleans","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",1997,"State","ME","Maine","1997-03-21",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Portland","Religion",,"No","Yes"

"United States","1991-2014",1996,"Local","MS","Mississippi","1996-10-23",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Jackson","Disability",,"Yes","Yes"

"United States","1991-2014",1995,"Federal","MO","Missouri","1995-06-18",0,0,1,0,1,"Asian","Asian",1,"Aggravated Assault","1","Kansas City","Sexual Orientation",,"No","Yes"

"United States","1991-2014",1994,"Local","NE","Nebraska","1994-01-20",1,0,2,1,1,"White","Not Hispanic or Latino",2,"Simple Assault","2","Omaha","Ethnicity/Immigrant Status","Adult, Juvenile","Yes","Yes"

"United States","1991-2014",1993,"State","NV","Nevada","1993-09-15",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Las Vegas","Religion",,"No","Yes"

"United States","1991-2014",1992,"Local","OR","Oregon","1992-04-22",1,0,1,1,0,"Black or African American","Black or African American",1,"Vandalism","1","Portland","Disability",,"Yes","Yes"

"United States","1991-2014",1991,"Federal","UT","Utah","1991-01-17",0,0,1,0,1,"Asian","Asian",1,"Aggravated Assault","1","Salt Lake City","Sexual Orientation",,"No","Yes"

"United States","1991-2014",2014,"Federal","AZ","Arizona","2014-11-14",1,0,1,1,0,"White","Not Hispanic or Latino",1,"Simple Assault","1","Phoenix","Disability",,"Yes","No"

"United States","1991-2014",2013,"State","DE","Delaware","2013-07-20",0,1,1,0,1,"Hispanic or Latino","Hispanic or Latino",1,"Intimidation","1","Wilmington","Religion",,"No","Yes"

